產品編號,品名,口味/顏色,大小,規格-數量,品牌,進貨人/廠商,規格,計量單位,標準進價,售價A,售價B,建議售價,主類別,次類別,內部類別,備註,,(廠商名稱),品名規格,,
1D0001001,紅皮蓮子,湘蓮片,,,竹寶行,湘蓮片,斤,斤,200,220,220,230,其他,,,雜糧,,竹寶行,紅皮蓮子/湘蓮片/竹寶*斤,,
1D0001002,寶蓮子,紡蓮子,,,竹寶行,紡蓮子,斤,斤,240,260,270,280,其他,,,雜糧,,竹寶行,寶蓮子/紡蓮子/竹寶*斤,,
1D0003002,紅豆罐,禾豐,,,禾豐食品(尚旺),禾豐,罐,罐,200,210,220,230,其他,,,冰料用罐頭,,禾豐食品(尚旺),紅豆罐/禾豐/3K*罐,,
1D0003003,綠豆罐,禾豐,,,禾豐食品(尚旺),禾豐,罐,罐,150,160,165,170,其他,,,冰料用罐頭,,禾豐食品(尚旺),綠豆罐/禾豐/3K*罐,,
1D0003004,綠豆罐,禾豐,,,禾豐食品(尚旺),禾豐,6入*箱,箱,900,950,960,980,其他,,,冰料用罐頭,,禾豐食品(尚旺),綠豆罐/禾豐/3K*6入*箱,,
1D0003006,黑粉圓(珍珠粉圓),禾豐,,,禾豐食品(尚旺),禾豐,包,包,32,40,40,42,其他,,,QQ,,禾豐食品(尚旺),黑粉圓(珍珠粉圓)/禾豐/1斤*包,,
1D0003007,蚵仔麵線,鳳梨機器切,,,禾豐食品(尚旺),禾豐,10斤*包,包,260,270,280,290,其他,,,麵線,,禾豐食品(尚旺),蚵仔麵線/鳳梨機器切/禾豐/10斤*包,,
1D0003009,八寶豆,禾豐,,,禾豐食品(尚旺),3Kg,6罐*箱,箱,1020,0,0,1080,其他,,,冰料用罐頭,,禾豐食品(尚旺),八寶豆/禾豐/3Kg/6罐*箱,,
1D0003010,八寶豆,禾豐,,,禾豐食品(尚旺),3Kg,6罐*罐,罐,170,0,0,190,其他,,,冰料用罐頭,,禾豐食品(尚旺),八寶豆/禾豐/3Kg/6罐*罐,,
1D0003011,小蘇打粉,禾豐,,,禾豐食品(尚旺),禾豐,包,包,18,25,25,30,其他,,,其它,,禾豐食品(尚旺),小蘇打粉/禾豐/450g*包,,
1D0003012,仙草汁,禾豐,,,禾豐食品(尚旺),6罐,6罐*禾豐*箱,箱,510,0,0,540,其他,,,茶水奶,,禾豐食品(尚旺),仙草汁/禾豐/3K/6罐/禾豐*箱,,
1D0003013,仙草汁,禾豐,,,禾豐食品(尚旺),禾豐,罐,罐,85,0,0,100,其他,,,茶水奶,,禾豐食品(尚旺),仙草汁/禾豐/3K*罐,,
1D0003014,冬瓜茶(冬瓜塊),禾豐,,,禾豐食品(尚旺),禾豐,包,包,0,0,0,0,其他,,,茶水奶,,禾豐食品(尚旺),冬瓜茶(冬瓜塊)/禾豐/10斤*包,,
1D0003015,肉皮(炸豬皮),禾豐,,,禾豐食品(尚旺),,,小包,18,25,25,25,其他,,,豬皮,,禾豐食品(尚旺),肉皮(炸豬皮)/禾豐*小包,,
1D0003016,肉皮(炸豬皮),禾豐,,,禾豐食品(尚旺),10小包*10串,10串*大袋,大袋,1800,1900,1950,2000,其他,,,豬皮,,禾豐食品(尚旺),肉皮(炸豬皮)/禾豐/10小包*10串/大袋,,
1D0003017,肉皮(炸豬皮),禾豐,,,禾豐食品(尚旺),禾豐,包,包,180,200,200,210,其他,,,豬皮,,禾豐食品(尚旺),肉皮(炸豬皮)/禾豐/1斤切*包,,
1D0003018,四方豆皮,腐皮,,,禾豐食品(尚旺),禾豐,3片裝*包,包,42,50,50,55,其他,,,豆腐皮,,禾豐食品(尚旺),四方豆皮/腐皮/禾豐/3片裝*包,,
1D0003020,香蔥油罐(油蔥罐),禾豐,,,禾豐食品(尚旺),禾豐,罐,罐,90,105,105,115,其他,,,油類,,禾豐食品(尚旺),香蔥油罐(油蔥罐)/禾豐/500g*罐,,
1D0003021,花生仁罐,禾豐,,,禾豐食品(尚旺),禾豐,桶,桶,320,330,340,350,其他,,,冰料用罐頭,,禾豐食品(尚旺),花生仁罐/禾豐/3K*桶,,
1D0003022,花生仁罐,禾豐3K,,,禾豐食品(尚旺),,箱,箱,1920,1980,2000,2020,其他,,,冰料用罐頭,,禾豐食品(尚旺),花生仁罐/禾豐3K*6桶*箱,,
1D0003023,鹼粉,食用,,,禾豐食品(尚旺),禾豐,300g*包,包,28,35,35,35,其他,,,其它,,禾豐食品(尚旺),鹼粉/食用/禾豐/300g*包,,
1D0003024,肉皮(炸豬皮),禾豐,,,禾豐食品(尚旺),禾豐,包,包,190,210,210,220,其他,,,豬皮,,禾豐食品(尚旺),肉皮(炸豬皮)/禾豐/1斤大片*包,,
1D0003025,薑母鴨麵線,禾豐,,,禾豐食品(尚旺),禾豐,包,包,85,95,95,100,其他,,,麵線,,禾豐食品(尚旺),薑母鴨麵線/禾豐/2斤半*包,,
1D0003026,花豆罐,禾豐,,,禾豐食品(尚旺),禾豐,罐,罐,167.5,175,180,190,其他,,,冰料用罐頭,,禾豐食品(尚旺),花豆罐/禾豐/3K*罐,,
1D0003027,香蔥油罐(油蔥罐),禾豐,,,禾豐食品(尚旺),禾豐,12罐*箱,箱,1080,1120,1140,1180,其他,,,油類,,禾豐食品(尚旺),香蔥油罐(油蔥罐)/禾豐/500g*12罐*箱,,
1D0003028,油蔥罐(油蔥香),禾豐3K,,,禾豐食品(尚旺),,,桶,0,0,0,0,其他,,,油類,,禾豐食品(尚旺),油蔥罐(油蔥香)/禾豐3K*桶,,
1D0003030,花豆罐,禾豐,,,禾豐食品(尚旺),禾豐,6入*箱,箱,1005,1040,1065,1100,其他,,,冰料用罐頭,,禾豐食品(尚旺),花豆罐/禾豐/3K*6入*箱,,
1D0003031,QQ,禾豐,,,禾豐食品(尚旺),禾豐,包,包,32,35,35,40,其他,,,QQ,,禾豐食品(尚旺),QQ/禾豐/1斤*包,,
1D0003032,蚵仔麵線,機器沒切,,,禾豐食品(尚旺),禾豐,10斤*包,包,0,0,0,0,其他,,,麵線,,禾豐食品(尚旺),蚵仔麵線/機器沒切/禾豐/10斤*包,,
1D0003033,蚵仔麵線,手工切,,,禾豐食品(尚旺),禾豐,10斤*包,包,440,450,460,470,其他,,,麵線,,禾豐食品(尚旺),蚵仔麵線/手工切/禾豐/10斤*包,,
1D0003034,滷包(魯包),魯味香,,,禾豐食品(尚旺),禾豐,300g*40入*箱,箱,4000,4200,4250,4300,其他,,,食材,,禾豐食品(尚旺),滷包(魯包)/魯味香/禾豐/300g*40入*箱,,
1D0003035,蚵仔麵線,鳳梨機器切,,,禾豐食品(尚旺),鳳梨機器切,斤,斤,26,35,35,40,其他,,,麵線,,禾豐食品(尚旺),蚵仔麵線/鳳梨機器切/禾豐*斤,,
1D0003036,芋頭罐,禾豐,,,禾豐食品(尚旺),3K,6入*罐,罐,235,260,260,270,其他,,,冰料用罐頭,,禾豐食品(尚旺),芋頭罐/禾豐/3K/6入*罐,,
1D0003037,芋頭罐,禾豐,,,禾豐食品(尚旺),3K,6入*箱,箱,1410,0,0,0,其他,,,冰料用罐頭,,禾豐食品(尚旺),芋頭罐/禾豐/3K/6入*箱,,
1D0003038,果粒,百香,,,禾豐食品(尚旺),禾豐,20k*桶,桶,880,0,0,0,其他,,,QQ,,禾豐食品(尚旺),果粒/百香/禾豐/20k*桶,,
1D0003039,果粒,芒果,,,禾豐食品(尚旺),禾豐,4k*罐,罐,323,0,0,0,其他,,,QQ,,禾豐食品(尚旺),果粒/芒果/禾豐/4k*罐,,
1D0003040,紅豆罐,禾豐,,,禾豐食品(尚旺),禾豐,6入*箱,箱,1200,1260,1260,1300,其他,,,冰料用罐頭,,禾豐食品(尚旺),紅豆罐/禾豐/3K*6入*箱,,
1D0003041,鹼粉,食用,,,禾豐食品(尚旺),禾豐,300g*30包入*箱,箱,840,900,920,950,其他,,,其它,,禾豐食品(尚旺),鹼粉/食用/禾豐/300g*30包入*箱,,
1D0003042,小蘇打粉,禾豐,,,禾豐食品(尚旺),禾豐,30包入*箱,箱,540,600,620,630,其他,,,其它,,禾豐食品(尚旺),小蘇打粉/禾豐/450g*30包入*箱,,
1D0003043,果粒,芒果,,,禾豐食品(尚旺),芒果,4入*箱,箱,1290,0,0,0,其他,,,QQ,,禾豐食品(尚旺),果粒/芒果/禾豐4K*4入*箱,,
1D0003044,意麵,禾豐100入,,,禾豐食品(尚旺),,,箱,580,0,0,0,其他,,,滷味用,,禾豐食品(尚旺),意麵/禾豐100入*箱,,
1D0003045,烏梅醬,禾豐4.2K,,,禾豐食品(尚旺),,,桶,220,240,240,250,其他,,,冰用醬料,,禾豐食品(尚旺),烏梅醬/禾豐4.2K*桶,,
1D0003046,柳橙糖漿,禾豐20K,,,禾豐食品(尚旺),,,桶,670,0,0,750,其他,,,冰用醬料,,禾豐食品(尚旺),柳橙糖漿/禾豐20K*桶,,
1D0003047,滷包(魯包),魯味香,,,禾豐食品(尚旺),禾豐,300g*40入*包,包,100,120,120,125,其他,,,食材,,禾豐食品(尚旺),滷包(魯包)/魯味香/禾豐/300g*40入*包,,
1D0003048,豆捲,角螺,,,禾豐食品(尚旺),角螺,斤,斤,80,105,0,110,其他,,,零嘴,,禾豐食品(尚旺),豆捲/角螺/禾豐*斤,,
1D0003049,豆捲,角螺,,,禾豐食品(尚旺),禾豐,3斤*包,包,215,260,260,280,其他,,,零嘴,,禾豐食品(尚旺),豆捲/角螺/禾豐/3斤*包,,
1D0003050,小油皮,禾豐,,,禾豐食品(尚旺),,,斤,80,105,105,110,其他,,,豆腐皮,,禾豐食品(尚旺),小油皮/禾豐*斤,,
1D0003051,大油皮,禾豐,,,禾豐食品(尚旺),禾豐,袋,袋,215,260,260,280,其他,,,豆腐皮,,禾豐食品(尚旺),大油皮/禾豐/3斤*袋,,
1D0003052,豆捲,角螺,,,禾豐食品(尚旺),禾豐,1斤*箱,箱,2800,0,0,0,其他,,,零嘴,,禾豐食品(尚旺),豆捲/角螺/禾豐/1斤*箱,,
1D0003053,薏仁罐,禾豐,,,禾豐食品(尚旺),禾豐,箱,箱,930,0,0,1020,其他,,,罐頭,,禾豐食品(尚旺),薏仁罐/禾豐/6入*箱,,
1D0003054,薏仁罐,禾豐,,,禾豐食品(尚旺),禾豐,罐,罐,155,0,0,180,其他,,,罐頭,,禾豐食品(尚旺),薏仁罐/禾豐/6入*罐,,
1D0003055,香蔥油罐(油蔥罐)禾豐,4K,,,禾豐食品(尚旺),,箱,箱,2600,2720,2720,2850,其他,,,油類,,禾豐食品(尚旺),香蔥油罐(油蔥罐)禾豐/4K*4入*箱,,
1D0003056,香蔥油罐(油蔥罐)禾豐,4K,,,禾豐食品(尚旺),,桶,桶,650,700,700,730,其他,,,油類,,禾豐食品(尚旺),香蔥油罐(油蔥罐)禾豐/4K*4入*桶,,
1D0003057,麥芽糖,白,,,禾豐食品(尚旺),禾豐,24K*桶,桶,665,0,0,0,其他,,,麥芽糖,,禾豐食品(尚旺),麥芽糖/白/禾豐/24K*桶,,
1D0003058,小蘇打,禾豐,,,禾豐食品(尚旺),禾豐,袋,袋,635,720,720,740,其他,,,食材,,禾豐食品(尚旺),小蘇打/禾豐/25K*袋***,,
1D0003059,小蘇打,禾豐,,,禾豐食品(尚旺),禾豐,斤,斤,0,0,0,0,其他,,,食材,,禾豐食品(尚旺),小蘇打/禾豐/25K*斤,,
1D0003060,椰果,3Q彩虹蒟蒻,,,禾豐食品(尚旺),3Q彩虹蒟蒻,4入*箱,箱,670,690,700,720,其他,,,蒟蒻 果凍 芋圓,,禾豐食品(尚旺),椰果/3Q彩虹蒟蒻/禾豐4K*4入*箱,,
1D0003061,椰果,3Q彩虹蒟蒻,,,禾豐食品(尚旺),3Q彩虹蒟蒻,4入*桶,桶,168,0,0,0,其他,,,蒟蒻 果凍 芋圓,,禾豐食品(尚旺),椰果/3Q彩虹蒟蒻/禾豐4K*4入*桶,,
1D0003062,QQ,禾豐1斤,,,禾豐,,箱,箱,648,0,0,0,其他,,,QQ,,---,QQ/禾豐1斤*24包入*箱,,
1D0003063,黑粉圓,禾豐,,,禾豐食品(尚旺),禾豐,24包入*箱,箱,768,820,830,850,其他,,,QQ,,禾豐食品(尚旺),黑粉圓/禾豐/1斤*24包入*箱,,
1D0003064,薑母鴨麵線,禾豐,,,禾豐食品(尚旺),禾豐,10包入*串,串,850,900,930,950,其他,,,麵線,,禾豐食品(尚旺),薑母鴨麵線/禾豐/2斤半*10包入*串,,
1D0003065,四方豆皮,腐皮,,,禾豐食品(尚旺),禾豐,3片裝*10包入*串,串,420,470,470,500,其他,,,豆腐皮,,禾豐食品(尚旺),四方豆皮/腐皮/禾豐/3片裝*10包入*串,,
1D0003066,QQ,禾豐,,,禾豐食品(尚旺),禾豐,24包入*箱,箱,768,810,820,830,其他,,,QQ,,禾豐食品(尚旺),QQ/禾豐/1斤*24包入*箱,,
1D0003067,酥漿粉,禾豐,,,禾豐食品(尚旺),禾豐,12包入*箱,箱,600,650,650,670,其他,,,QQ,,禾豐食品(尚旺),酥漿粉/禾豐/1kg*12包入*箱,,
1D0003068,柳橙糖漿,禾豐1.8K,,,禾豐食品(尚旺),,罐,罐,114,0,0,0,其他,,,冰用醬料,,禾豐食品(尚旺),柳橙糖漿/禾豐1.8K*6罐入*罐,,
1D0003069,柳橙糖漿,禾豐1.8K,,,禾豐食品(尚旺),,箱,箱,684,0,0,0,其他,,,冰用醬料,,禾豐食品(尚旺),柳橙糖漿/禾豐1.8K*6罐入*箱,,
1D0003070,肉皮(炸豬皮),禾豐,,,禾豐食品(尚旺),1斤切*10包入,10包入*大袋,大袋,1800,1900,1900,1900,其他,,,豬皮,,禾豐食品(尚旺),肉皮(炸豬皮)/禾豐/1斤切*10包入/大袋,,
1D0003071,肉皮(炸豬皮),禾豐,,,禾豐食品(尚旺),禾豐,串,串,180,200,210,220,其他,,,豬皮,,禾豐食品(尚旺),肉皮(炸豬皮)/禾豐/10小包*串,,
1D0003072,冬瓜茶,冬瓜露,,,禾豐食品(尚旺),禾豐,300g*10包入*袋,袋,360,380,380,400,其他,,,茶水奶,,禾豐食品(尚旺),冬瓜茶/冬瓜露/禾豐/300g*10包入*袋,,
1D0003073,冬瓜茶,冬瓜露,,,禾豐食品(尚旺),禾豐,300g*包,包,36,40,40,42,其他,,,茶水奶,,禾豐食品(尚旺),冬瓜茶/冬瓜露/禾豐/300g*包,,
1D0003074,鹼粉,食用,,,禾豐食品(尚旺),禾豐,25KG*袋,袋,745,800,800,820,其他,,,其它,,禾豐食品(尚旺),鹼粉/食用/禾豐/25KG*袋,,
1D0003075,黑糖粉角,禾豐,,,禾豐食品(尚旺),禾豐,24入*斤,斤,32,40,40,45,飲品,,,冰品飲料類,,禾豐食品(尚旺),黑糖粉角/禾豐/1斤*24入*斤,,
1D0003076,黑糖粉角,禾豐,,,禾豐食品(尚旺),禾豐,24入*箱,箱,768,830,830,850,飲品,,,冰品飲料類,,禾豐食品(尚旺),黑糖粉角/禾豐/1斤*24入*箱,,
1D0004003,筍茸(筍衣),聯應,,,冠璉企業有限公司(協成),協成,20斤*箱,箱,300,330,330,340,其他,,,筍干,,冠璉企業有限公司(協成),筍茸(筍衣)/聯應/協成/20斤*箱,,
1D0004004,扁菇,協成,,,冠璉企業有限公司(協成),,,斤,0,0,0,0,其他,,,山產,,冠璉企業有限公司(協成),扁菇/協成*斤,,
1D0004005,丁香魚,(大)3-4,,,冠璉企業有限公司(協成),協成,20斤*箱,箱,0,0,0,0,其他,,,海產,,冠璉企業有限公司(協成),丁香魚/(大)3-4/協成/20斤*箱,,
1D0004006,丁香魚,(小)2-3,,,冠璉企業有限公司(協成),(小)2-3,斤,斤,190,240,240,250,其他,,,海產,,冠璉企業有限公司(協成),丁香魚/(小)2-3/協成*斤,,
1D0004007,小卷,協成,,,冠璉企業有限公司(協成),,,斤,220,250,250,270,其他,,,海產,,冠璉企業有限公司(協成),小卷/協成*斤,,
1D0004008,小卷,協成,,,冠璉企業有限公司(協成),協成,盒,盒,2200,2300,2300,2400,其他,,,海產,,冠璉企業有限公司(協成),小卷/協成/10斤*盒,,
1D0004009,干貝,協成,,,冠璉企業有限公司(協成),,,斤,2150,2300,2300,2400,其他,,,海產,,冠璉企業有限公司(協成),干貝/協成*斤,,
1D0004012,白木耳,協成,,,冠璉企業有限公司(協成),,,斤,200,280,280,300,其他,,,山產,,冠璉企業有限公司(協成),白木耳/協成*斤***,,
1D0004013,吻魚,協成,,,冠璉企業有限公司(協成),,,斤,160,200,200,210,其他,,,海產,,冠璉企業有限公司(協成),吻魚/協成*斤,,
1D0004014,甜酒豆腐乳,大,,,冠璉企業有限公司(協成),協成,協成*6入*箱,箱,630,660,660,690,其他,,,豆乳,,冠璉企業有限公司(協成),甜酒豆腐乳/大/江/協成/6入*箱,,
1D0004015,甜酒豆腐乳,大,,,冠璉企業有限公司(協成),協成,協成*6入*罐,罐,105,115,115,125,其他,,,豆乳,,冠璉企業有限公司(協成),甜酒豆腐乳/大/江/協成/6入*罐,,
1D0004016,甜酒豆腐乳,中,,,冠璉企業有限公司(協成),協成,協成*12入*箱,箱,630,660,660,690,其他,,,豆乳,,冠璉企業有限公司(協成),甜酒豆腐乳/中/江/協成/12入*箱,,
1D0004017,甜酒豆腐乳,中,,,冠璉企業有限公司(協成),協成,協成*12入*罐,罐,52.5,60,60,65,其他,,,豆乳,,冠璉企業有限公司(協成),甜酒豆腐乳/中/江/協成/12入*罐,,
1D0004018,油泡,協成,,,冠璉企業有限公司(協成),,,斤,94,120,120,130,其他,,,其它,,冠璉企業有限公司(協成),油泡/協成*斤,,
1D0004019,油泡,協成,,,冠璉企業有限公司(協成),協成,件,件,940,1000,1000,1020,其他,,,其它,,冠璉企業有限公司(協成),油泡/協成/10斤*件,,
1D0004020,魚脯(小魚乾),便宜,,,冠璉企業有限公司(協成),協成,20斤*箱,箱,0,2000,2000,2100,其他,,,海產,,冠璉企業有限公司(協成),魚脯(小魚乾)/便宜/協成/20斤*箱,,
1D0004021,珍珠脯,元泉,,,冠璉企業有限公司(協成),元泉,箱,箱,330,360,360,370,其他,,,菜脯,,冠璉企業有限公司(協成),珍珠脯/元泉/協成*箱,,
1D0004022,香菇,大,,,冠璉企業有限公司(協成),大,斤,斤,1050,1200,1250,1300,其他,,,山產,,冠璉企業有限公司(協成),香菇/大/協成*斤***,,
1D0004023,香菇,大中,,,冠璉企業有限公司(協成),較黑,協成*斤,斤,0,0,0,0,其他,,,山產,,冠璉企業有限公司(協成),香菇/大中/較黑/協成*斤,,
1D0004024,香菇頭,雙剪(漂亮-大的),,,冠璉企業有限公司(協成),雙剪(漂亮-大的),斤,斤,200,240,240,240,其他,,,山產,,冠璉企業有限公司(協成),香菇頭/雙剪(漂亮-大的)/協成*斤,,
1D0004025,珠貝,青島貝,,,冠璉企業有限公司(協成),協成,L*協成*20K*件,件,18333,20000,21000,22000,其他,,,海產,,冠璉企業有限公司(協成),珠貝/青島貝/大/L/協成/20K*件,,
1D0004026,馬加魚,日本鹹魚,,,冠璉企業有限公司(協成),日本鹹魚,箱,箱,1250,1350,1350,1400,其他,,,海產,,冠璉企業有限公司(協成),馬加魚/日本鹹魚/協成*箱,,
1D0004027,馬加魚,台灣鹹魚,,,冠璉企業有限公司(協成),協成,12K*箱,箱,1000,1100,1100,1200,其他,,,海產,,冠璉企業有限公司(協成),馬加魚/台灣鹹魚/協成/12K*箱,,
1D0004028,高麗菜干,協成,,,冠璉企業有限公司(協成),,,斤,75,90,90,100,其他,,,醃漬品,,冠璉企業有限公司(協成),高麗菜干/協成*斤,,
1D0004029,高麗菜干,協成,,,冠璉企業有限公司(協成),協成,包,包,750,800,800,830,其他,,,醃漬品,,冠璉企業有限公司(協成),高麗菜干/協成/10斤*包,,
1D0004030,高麗菜干,協成,,,冠璉企業有限公司(協成),協成,2包入*箱,箱,1500,0,0,0,其他,,,醃漬品,,冠璉企業有限公司(協成),高麗菜干/協成/10斤*2包入*箱,,
1D0004031,陳年豆醬,黃豆醬,,,冠璉企業有限公司(協成),協成,江*協成*6入*箱,箱,530,570,580,600,其他,,,黃豆醬,,冠璉企業有限公司(協成),陳年豆醬/黃豆醬/大/江/協成/6入*箱,,
1D0004032,陳年豆醬,黃豆醬,,,冠璉企業有限公司(協成),協成,江*協成*6入*罐,罐,88.3,100,100,105,其他,,,黃豆醬,,冠璉企業有限公司(協成),陳年豆醬/黃豆醬/大/江/協成/6入*罐,,
1D0004033,陳年豆醬,黃豆醬,,,冠璉企業有限公司(協成),協成,江*協成*12入*箱,箱,530,570,580,600,其他,,,黃豆醬,,冠璉企業有限公司(協成),陳年豆醬/黃豆醬/中/江/協成/12入*箱,,
1D0004034,陳年豆醬,黃豆醬,,,冠璉企業有限公司(協成),協成,江*協成*12入*罐,罐,44,50,50,55,其他,,,黃豆醬,,冠璉企業有限公司(協成),陳年豆醬/黃豆醬/中/江/協成/12入*罐***,,
1D0004035,魚脯(小魚乾),2-3,,,冠璉企業有限公司(協成),2-3,斤,斤,110,130,140,150,其他,,,海產,,冠璉企業有限公司(協成),魚脯(小魚乾)/2-3/協成*斤,,
1D0004036,魚脯(小魚乾),2-3,,,冠璉企業有限公司(協成),協成,20斤*箱,箱,2200,2400,2400,2600,其他,,,海產,,冠璉企業有限公司(協成),魚脯(小魚乾)/2-3/協成/20斤*箱,,
1D0004037,魚脯(小魚乾),3-4,,,冠璉企業有限公司(協成),便宜魚乾,便宜魚乾*協成*斤,斤,80,110,110,120,其他,,,海產,,冠璉企業有限公司(協成),魚脯(小魚乾)/3-4/大魚乾/便宜魚乾/協成*斤,,
1D0004038,魚脯(小魚乾),3-4,,,冠璉企業有限公司(協成),便宜魚乾,便宜魚乾*協成*斤,箱,1600,2000,2000,2200,其他,,,海產,,冠璉企業有限公司(協成),魚脯(小魚乾)/3-4/大魚乾/便宜魚乾/協成*斤,,
1D0004039,筍干(筍乾),賢,,,冠璉企業有限公司(協成),四季,協成*箱,箱,320,340,350,360,其他,,,筍干,,冠璉企業有限公司(協成),筍干(筍乾)/賢/四季/協成*箱,,
1D0004040,黑木耳,協成,,,冠璉企業有限公司(協成),協成,箱,箱,3750,4250,4300,4450,其他,,,山產,,冠璉企業有限公司(協成),黑木耳/協成/25斤*箱,,
1D0004041,碎脯,協發,,,冠璉企業有限公司(協成),協發,箱,箱,260,260,260,260,其他,,,菜脯,,冠璉企業有限公司(協成),碎脯/協發/協成*箱,,
1D0004042,碎脯,梨山,,,冠璉企業有限公司(協成),協成,20斤*箱,箱,210,230,230,260,其他,,,菜脯,,冠璉企業有限公司(協成),碎脯/梨山/協成/20斤*箱,,
1D0004043,粽葉,3L,,,冠璉企業有限公司(協成),3L,件,件,5100,5800,5900,6000,其他,,,粽葉,,冠璉企業有限公司(協成),粽葉/3L/協成*件,,
1D0004044,粽葉,3M,,,冠璉企業有限公司(協成),協成,60斤*件,件,5100,5300,5400,5500,其他,,,粽葉,,冠璉企業有限公司(協成),粽葉/3M/協成/60斤*件,,
1D0004045,粽葉,4M,,,冠璉企業有限公司(協成),4M,件,件,4900,5200,5200,5300,其他,,,粽葉,,冠璉企業有限公司(協成),粽葉/4M/協成*件,,
1D0004046,粽繩,協成,,,冠璉企業有限公司(協成),協成,只,只,1,3,3,3,其他,,,粽葉,,冠璉企業有限公司(協成),粽繩/協成/(20條)*只,,
1D0004047,粽繩,協成,,,冠璉企業有限公司(協成),協成,100只入)*粒,粒,100,130,130,140,其他,,,粽葉,,冠璉企業有限公司(協成),粽繩/協成/(20條*100只入)*粒,,
1D0004048,蝦仁,特上,,,冠璉企業有限公司(協成),協成,20斤*箱,箱,6000,6300,6400,6500,其他,,,海產,,冠璉企業有限公司(協成),蝦仁/特上/協成/20斤*箱,,
1D0004049,蝦仁,特上,,,冠璉企業有限公司(協成),特上,斤,斤,300,330,340,350,其他,,,海產,,冠璉企業有限公司(協成),蝦仁/特上/協成*斤,,
1D0004050,蝦仁,3A,,,冠璉企業有限公司(協成),3A,斤,斤,230,260,270,280,其他,,,海產,,冠璉企業有限公司(協成),蝦仁/3A/協成*斤,,
1D0004051,蝦仁,3A,,,冠璉企業有限公司(協成),協成,30斤*箱,箱,6900,7250,7300,7400,其他,,,海產,,冠璉企業有限公司(協成),蝦仁/3A/協成/30斤*箱,,
1D0004052,蝦皮,大,,,冠璉企業有限公司(協成),東港,協成*斤,斤,55,70,75,80,其他,,,海產,,冠璉企業有限公司(協成),蝦皮/大/東港/協成*斤***,,
1D0004053,蝦皮,東港,,,冠璉企業有限公司(協成),協成,30斤*箱,箱,0,0,0,0,其他,,,海產,,冠璉企業有限公司(協成),蝦皮/東港//協成/30斤*箱,,
1D0004054,蝦皮,大,,,冠璉企業有限公司(協成),協成,協成*30斤*箱,箱,1650,1950,2000,2050,其他,,,海產,,冠璉企業有限公司(協成),蝦皮/大/東港/協成/30斤*箱***,,
1D0004055,蝦尾,小蝦,,,冠璉企業有限公司(協成),1A,協成*斤,斤,130,170,170,180,其他,,,海產,,冠璉企業有限公司(協成),蝦尾/小蝦/1A/協成*斤,,
1D0004056,魷魚,1.5分切,,,冠璉企業有限公司(協成),1.5分切,斤,斤,550,580,590,620,其他,,,海產,,冠璉企業有限公司(協成),魷魚/1.5分切/協成*斤***,,
1D0004057,魷魚(5-7),L(平時賣的),,,冠璉企業有限公司(協成),L(平時賣的),斤,斤,600,650,650,670,其他,,,海產,,冠璉企業有限公司(協成),魷魚(5-7)/L(平時賣的)/協成*斤,,
1D0004058,魷魚(7-9),協成,,,冠璉企業有限公司(協成),,,斤,0,0,0,0,其他,,,海產,,冠璉企業有限公司(協成),魷魚(7-9)/協成*斤,,
1D0004059,麵輪,谷全,,,冠璉企業有限公司(協成),6K,協成*箱,箱,0,0,0,0,其他,,,其它,,冠璉企業有限公司(協成),麵輪/谷全/6K/協成*箱,,
1D0004060,麵輪,谷王,,,冠璉企業有限公司(協成),協成,協成*6K*箱,箱,940,1000,1000,1000,其他,,,其它,,冠璉企業有限公司(協成),麵輪/谷王/小薄/協成/6K*箱,,
1D0004061,櫻花蝦,協成,,,冠璉企業有限公司(協成),,,斤,850,950,950,1000,其他,,,海產,,冠璉企業有限公司(協成),櫻花蝦/協成*斤,,
1D0004062,菜脯米,蘿蔔絲,,,冠璉企業有限公司(協成),蘿蔔絲,斤,斤,58,75,80,85,其他,,,菜脯,,冠璉企業有限公司(協成),菜脯米/蘿蔔絲/協成*斤,,
1D0004063,黑木耳,協成,,,冠璉企業有限公司(協成),,,斤,150,200,210,220,其他,,,山產,,冠璉企業有限公司(協成),黑木耳/協成*斤,,
1D0004064,香菇B,協成,,,冠璉企業有限公司(協成),協成,,箱,0,0,0,0,其他,,,山產,,冠璉企業有限公司(協成),香菇B/協成/箱,,
1D0004065,粽繩,協成,,,冠璉企業有限公司(協成),協成,5只入)*串,串,5,12,12,15,其他,,,粽葉,,冠璉企業有限公司(協成),粽繩/協成/(20條*5只入)*串,,
1D0004066,魷魚,3分切(秘魯),,,冠璉企業有限公司(協成),3分切(秘魯),斤,斤,590,630,630,650,其他,,,海產,,冠璉企業有限公司(協成),魷魚/3分切(秘魯)/協成*斤***,,
1D0004067,油泡,協成,,,冠璉企業有限公司(協成),協成,條,條,188,210,210,220,其他,,,其它,,冠璉企業有限公司(協成),油泡/協成/2斤*條,,
1D0004068,白木耳,協成,,,冠璉企業有限公司(協成),協成,件,件,3000,3450,3450,0,其他,,,山產,,冠璉企業有限公司(協成),白木耳/協成/9K*件,,
1D0004069,吻魚,協成,,,冠璉企業有限公司(協成),協成,盒,盒,666,750,750,780,其他,,,海產,,冠璉企業有限公司(協成),吻魚/協成/2.5K*盒,,
