產品編號,品名,口味/顏色,大小,規格-數量,品牌,進貨人/廠商,規格,計量單位,標準進價,售價A,售價B,建議售價,主類別,次類別,內部類別,備註,,(廠商名稱),品名規格,,
1B0008393,羊羹,紅豆,,,啟發食品行,啟發,鄉親*啟發*150條入*箱,箱,1500,1700,1700,1800,其他,零嘴,,,,啟發食品行,羊羹/紅豆/梅子/鄉親/啟發/150條入*箱,,
1B0008394,羊羹,紅豆,,,啟發食品行,啟發,鄉親*啟發*150條入*條,條,10,15,15,15,其他,零嘴,,,,啟發食品行,羊羹/紅豆/梅子/鄉親/啟發/150條入*條,,
1B0008395,羊羹,綠豆,,,啟發食品行,啟發,鄉親*啟發*150條入*箱,箱,1500,1700,1700,1800,其他,零嘴,,,,啟發食品行,羊羹/綠豆/黑糖/鄉親/啟發/150條入*箱,,
1B0008396,羊羹,綠豆,,,啟發食品行,啟發,鄉親*啟發*150條入*條,條,10,15,15,15,其他,零嘴,,,,啟發食品行,羊羹/綠豆/黑糖/鄉親/啟發/150條入*條,,
1B0008397,玉米棒,炭烤,,,啟發食品行,啟發,啟發*8入*盒,盒,35,40,40,45,其他,零嘴,,,,啟發食品行,玉米棒/炭烤/金磚/啟發/8入*盒,,
1B0008398,玉米棒,起司,,,啟發食品行,啟發,啟發*8入*盒,盒,35,40,40,45,其他,零嘴,,,,啟發食品行,玉米棒/起司/金磚/啟發/8入*盒,,
1B0008399,焦糖爆米花,巧克力爆米花,,,啟發食品行,啟發,400g*12罐入*罐,罐,95,120,120,120,其他,零嘴,,,,啟發食品行,焦糖爆米花/巧克力爆米花/啟發/400g*12罐入*罐,,
1B0008400,筷子餅,原味,,,啟發食品行,啟發,啟發*12入*罐,罐,100,120,120,120,其他,餅乾,,,,啟發食品行,筷子餅/原味/巧克力/啟發/12入*罐,,
1B0008401,威化餅乾,花生,,,啟發食品行,啟發,414g*6包入*包,包,75,90,0,95,其他,餅乾,,,,啟發食品行,威化餅乾/花生/啟發/414g*6包入*包,,
1B0008402,威化餅乾,花生,,,啟發食品行,啟發,414g*6包入*箱,箱,450,480,500,520,其他,餅乾,,,,啟發食品行,威化餅乾/花生/啟發/414g*6包入*箱,,
1B0008403,麻糬,紅豆日月潭,,,啟發食品行,皇族,啟發12入*盒,包,40,50,0,55,零食,點心手做,,,,啟發食品行,麻糬/紅豆日月潭/皇族/啟發12入*盒,,
1B0008404,麻糬,芋頭日月潭,,,啟發食品行,皇族,啟發12入*盒,包,40,50,0,55,零食,點心手做,,,,啟發食品行,麻糬/芋頭日月潭/皇族/啟發12入*盒,,
1B0008405,蛋捲,巧克力,,,啟發食品行,啟發,啟發*12入*包,包,70,90,90,90,其他,零嘴,,,,啟發食品行,蛋捲/巧克力/Monde/啟發/12入*包,,
1B0008406,蛋捲,起司,,,啟發食品行,啟發,啟發*12入*包,包,70,90,90,90,其他,零嘴,,,,啟發食品行,蛋捲/起司/Monde/啟發/12入*包,,
1B0008407,混合咖啡糖,鄉,,,啟發食品行,啟發,500g*24入*包,包,190,210,210,220,其他,糖果,,,,啟發食品行,混合咖啡糖/鄉/啟發/500g*24入*包,,
1B0008408,泰鄉,四角蔥餅,,,啟發食品行,四角蔥餅,10斤*箱,箱,700,750,780,800,其他,餅乾,,,,啟發食品行,泰鄉/四角蔥餅/啟發*10斤*箱,,
1B0008409,乳酸菌梅肉,蜜餞,,,啟發食品行,蜜餞,斤,斤,280,330,330,350,其他,蜜餞,,,,啟發食品行,乳酸菌梅肉/蜜餞/啟發*斤,,
1B0008410,散庄方塊酥,莊家,,,啟發食品行,莊家,斤,斤,55,0,0,0,其他,餅乾,,,,啟發食品行,散庄方塊酥/莊家/啟發*斤,,
1B0008411,小熊(QQ軟糖),敬,,,啟發食品行,敬,包,包,510,550,0,560,其他,糖果,,,,啟發食品行,小熊(QQ軟糖)/敬/啟發3kg*包,,
1B0008412,海底撈麻辣,啟發,,,啟發食品行,啟發,包,包,65,80,80,85,其他,其它,,,,啟發食品行,海底撈麻辣/啟發/20入*包,,
1B0008413,海底撈菌湯,啟發,,,啟發食品行,,,包,65,0,0,0,其他,其它,,,,啟發食品行,海底撈菌湯/啟發*包,,
1B0008414,海底撈番茄,啟發,,,啟發食品行,,,包,65,0,0,0,其他,其它,,,,啟發食品行,海底撈番茄/啟發*包,,
1B0008415,微燻李,宜蘭,,,啟發食品行,宜蘭,斤,斤,230,260,260,260,其他,蜜餞,,,,啟發食品行,微燻李/宜蘭/啟發*斤,,
1B0008416,日-特鮮起司餅,啟發,,,啟發食品行,啟發,包,包,67,80,80,90,其他,餅乾,,,,啟發食品行,日-特鮮起司餅/啟發/12入*包,,
1B0008417,日-特鮮蔬菜餅,啟發,,,啟發食品行,啟發,包,包,67,80,80,90,其他,餅乾,,,,啟發食品行,日-特鮮蔬菜餅/啟發/12入*包,,
1B0008418,鹹蛋黃脆餅,鄉,,,啟發食品行,鄉,斤,斤,86,110,110,120,其他,餅乾,,,,啟發食品行,鹹蛋黃脆餅/鄉/啟發*斤,,
1B0008419,薯條,原味,,,啟發食品行,啟發,啟發*12入*包,包,55,70,70,70,其他,零嘴,,,,啟發食品行,薯條/原味/上好佳/啟發/12入*包,,
1B0008420,洋蔥圈,上好佳,,,啟發食品行,啟發,12入*包,包,55,70,70,70,其他,零嘴,,,,啟發食品行,洋蔥圈/上好佳/啟發/12入*包,,
1B0008421,鮮蝦條,上好佳,,,啟發食品行,啟發,12入*包,包,55,70,70,70,其他,零嘴,,,,啟發食品行,鮮蝦條/上好佳/啟發/12入*包,,
1B0008422,棉花糖,超迷你粒白(0.5cm),,,啟發食品行,啟發,1K*5包入*箱, 箱,925,950,980,1000,其他,糖果,,,,啟發食品行,棉花糖/超迷你粒白(0.5cm)/啟發/1K*5包入*箱,,
1B0008423,月之舟米果杏仁起司,啟發,,,啟發食品行,啟發,包,包,200,220,220,220,其他,零嘴,,,,啟發食品行,月之舟米果杏仁起司/啟發/10入*包,,
1B0008424,琥珀核桃仁,安,,,啟發食品行,安,斤,斤,180,200,0,210,其他,甜食,,,,啟發食品行,琥珀核桃仁/安/啟發*斤,,
1B0008425,鹽焗核桃仁,安,,,啟發食品行,安,斤,斤,180,200,0,210,其他,甜食,,,,啟發食品行,鹽焗核桃仁/安/啟發*斤,,
1B0008426,薄荷錠,綜合,,,啟發食品行,綜合,10入*包,包,200,215,0,220,其他,糖果,,,,啟發食品行,薄荷錠/綜合/啟發500g*10入*包,,
1B0008427,麻荖,老大福,,,啟發食品行,老大福,5斤,斤,550,0,0,0,其他,零嘴,,,,啟發食品行,麻荖/老大福/啟發*5斤,,
1B0008428,薄荷檸檬鹽,啟發,,,薄荷檸,,,斤,210,230,0,240,其他,糖果,,,,---,薄荷檸檬鹽/啟發*斤,,
1B0008429,帶皮倒蒸地瓜,啟發,,,啟發食品行,啟發,4包入*公斤,公斤,225,250,250,250,其他,零嘴,,,,啟發食品行,帶皮倒蒸地瓜/啟發/3kg*4包入*公斤,,
1B0008430,紙皮核桃,優,,,啟發食品行,優,2.5KG*包,包,520,590,0,600,其他,甜食,,,,啟發食品行,紙皮核桃/優/啟發*2.5KG*包,,
1B0008431,顯富大海苔殼,啟發,,,啟發食品行,,,斤,88,110,110,110,其他,零嘴,,,,啟發食品行,顯富大海苔殼/啟發*斤,,
1B0008432,月亮餅,菱角酥,,,啟發食品行,菱角酥,斤,斤,70,90,90,90,其他,零嘴,,,,啟發食品行,月亮餅/菱角酥/啟發*斤,,
1B0008433,顯富小元煎餅,芝麻,,,啟發食品行,芝麻,斤,斤,86,100,0,110,其他,零嘴,,,,啟發食品行,顯富小元煎餅/芝麻/啟發*斤,,
1B0008434,顯富小元煎餅,海苔,,,啟發食品行,海苔,斤,斤,86,110,110,110,其他,零嘴,,,,啟發食品行,顯富小元煎餅/海苔/啟發*斤,,
1B0008435,悅-韓國Garimi海苔,啟發,,,啟發食品行,啟發,包,包,125,145,145,150,其他,零嘴,,,,啟發食品行,悅-韓國Garimi海苔/啟發/6入*包,,
1B0008436,白納豆,啟發,,,啟發食品行,,,斤,70,100,100,120,其他,糖果,,,,啟發食品行,白納豆/啟發*斤***,,
1B0008437,燕麥湖鹽蘇打,健康,,,啟發食品行,啟發,12入*包,包,62,80,80,85,其他,餅乾,,,,啟發食品行,燕麥湖鹽蘇打/健康/啟發/12入*包,,
1B0008438,五蔬果餅,鄉,,,啟發食品行,啟發,10入*包,包,82,95,95,100,其他,餅乾,,,,啟發食品行,五蔬果餅/鄉/啟發/10入*包,,
1B0008439,納豆海苔餅,鄉,,,啟發食品行,啟發,10入*包,包,82,95,95,100,其他,餅乾,,,,啟發食品行,納豆海苔餅/鄉/啟發/10入*包,,
1B0008440,海苔煎殼,3斤入,,,啟發食品行,滋麻咪,啟發*斤,斤,95,120,120,120,其他,餅乾,,,,啟發食品行,海苔煎殼/3斤入/滋麻咪/啟發*斤,,
1B0008441,比利時 焦糖,健康日誌,,,啟發食品行,啟發,12入*包,包,70,80,80,90,其他,餅乾,,,,啟發食品行,比利時 焦糖/健康日誌/啟發/12入*包,,
1B0008442,比利時 黑糖,健康日誌,,,啟發食品行,啟發,12入*包,包,70,80,80,90,其他,餅乾,,,,啟發食品行,比利時 黑糖/健康日誌/啟發/12入*包,,
1B0008443,手工麻花,黑糖,,,啟發食品行,啟發,啟發*10入*包,包,48,60,60,65,其他,零嘴,,,,啟發食品行,手工麻花/黑糖/明奇/啟發/10入*包,,
1B0008444,手工麻花,蜂蜜,,,啟發食品行,啟發,啟發*10入*包,包,48,60,60,65,其他,零嘴,,,,啟發食品行,手工麻花/蜂蜜/明奇/啟發/10入*包,,
1B0008445,黑麥湖鹽蘇打,健康,,,啟發食品行,啟發,12入*包,包,62,80,80,85,其他,餅乾,,,,啟發食品行,黑麥湖鹽蘇打/健康/啟發/12入*包,,
1B0008446,綠豆糕,益美,,,啟發食品行,啟發,40入*盒,盒,30,35,35,37,其他,甜食,,,,啟發食品行,綠豆糕/益美/啟發/40入*盒,,
1B0008447,梅有芒果,海龍王,,,啟發食品行,海龍王,斤,斤,300,350,350,360,其他,甜食,,,,啟發食品行,梅有芒果/海龍王/啟發*斤,,
1B0008448,特級巧克力,DK,,,啟發食品行,鄉,啟發500g*包,包,85,100,100,110,其他,零嘴,,,,啟發食品行,特級巧克力/DK/鄉/啟發500g*包,,
1B0009001,海苔,金聯,,,德平有限公司(聯華),金聯,包,包,38,50,50,55,其他,海苔,,,,德平有限公司(聯華),海苔/金聯/德平*包,,
1B0009002,海苔,金聯,,,德平有限公司(聯華),德平,(5包入)*封,封,190,220,220,230,其他,海苔,,,,德平有限公司(聯華),海苔/金聯/德平/(5包入)*封,,
1B0009003,海苔,豐橋,,,德平有限公司(聯華),豐橋,包,包,44,55,55,60,其他,海苔,,,,德平有限公司(聯華),海苔/豐橋/德平*包,,
1B0009004,海苔,豐橋,,,德平有限公司(聯華),德平,(5包入)*封,封,220,240,240,250,其他,海苔,,,,德平有限公司(聯華),海苔/豐橋/德平/(5包入)*封,,
1B0009005,海苔片,100張,,,德平有限公司(聯華),特素,德平*包,包,380,400,410,430,其他,海苔,,,,德平有限公司(聯華),海苔片/100張/特素/德平*包,,
1B0009006,娃娃海苔絲,大倉細片,,,德平有限公司(聯華),德平,90g*20入*包,包,120,140,140,150,其他,海苔,,,,德平有限公司(聯華),娃娃海苔絲/大倉細片/德平/90g*20入*包,,
1B0009007,菊燒海苔,德平(10枚入),,,德平有限公司(聯華),,,包,55,65,65,70,其他,海苔,,,,德平有限公司(聯華),菊燒海苔/德平(10枚入)*包,,
1B0009008,菊燒海苔,德平(10枚入),,,德平有限公司(聯華),,封,封,165,190,190,200,其他,海苔,,,,德平有限公司(聯華),菊燒海苔/德平(10枚入)*3包*封,,
1B0009009,大禾黃燒對切海苔,100枚,,,德平有限公司(聯華),,包,包,180,210,0,210,其他,海苔,,,,德平有限公司(聯華),大禾黃燒對切海苔/100枚*48入*包,,
1B0009010,海苔,辣味對切,,,德平有限公司(聯華),德平,24枚*包,包,58,70,70,75,其他,海苔,,,,德平有限公司(聯華),海苔/辣味對切/德平/24枚*包,,
1B0009011,海苔,原味對切,,,德平有限公司(聯華),德平,24枚*包,包,58,70,70,75,其他,海苔,,,,德平有限公司(聯華),海苔/原味對切/德平/24枚*包,,
1B0009012,海苔,韓國,,,德平有限公司(聯華),德平,(10枚入)*包,包,56,65,70,75,其他,海苔,,,,德平有限公司(聯華),海苔/韓國/德平/(10枚入)*包,,
1B0009013,海苔,韓國,,,德平有限公司(聯華),德平,(10枚入)*24包*箱,箱,1344,1440,1450,1500,其他,海苔,,,,德平有限公司(聯華),海苔/韓國/德平/(10枚入)*24包*箱,,
1B0009014,杏仁果,萬歲牌,,,德平有限公司(聯華),萬歲牌,斤,斤,220,250,250,270,其他,堅果,,,,德平有限公司(聯華),杏仁果/萬歲牌/德平*斤,,
1B0009015,杏仁果,萬歲牌,,,德平有限公司(聯華),德平,5斤*包,包,1100,1200,1200,1250,其他,堅果,,,,德平有限公司(聯華),杏仁果/萬歲牌/德平/5斤*包,,
1B0009016,海苔,金聯,,,德平有限公司(聯華),德平,(5包入)*6袋*箱,箱,1150,1250,1250,1300,其他,海苔,,,,德平有限公司(聯華),海苔/金聯/德平/(5包入)*6袋*箱,,
1B0009017,海苔,豐橋,,,德平有限公司(聯華),德平,(5包入)*5袋*箱,箱,1100,1180,1200,1220,其他,海苔,,,,德平有限公司(聯華),海苔/豐橋/德平/(5包入)*5袋*箱,,
1B0009018,海苔片,100張,,,德平有限公司(聯華),德平,德平*48包入*箱,箱,18240,18720,18840,19240,其他,海苔,,,,德平有限公司(聯華),海苔片/100張/特素/德平/48包入*箱,,
1B0009019,菊燒海苔,德平,,,德平有限公司(聯華),德平,10封*箱,箱,1650,1750,1750,1840,其他,海苔,,,,德平有限公司(聯華),菊燒海苔/德平/(3包)*10封*箱,,
1B0009020,杏仁果,無調味,,,德平有限公司(聯華),無調味,斤,斤,200,0,0,220,其他,堅果,,,,德平有限公司(聯華),杏仁果/無調味/5斤裝*斤,,
1B0009021,黃燒三角壽司海苔,20枚,,,德平有限公司(聯華),,,包,68,80,80,85,其他,海苔,,,,德平有限公司(聯華),黃燒三角壽司海苔/20枚*包,,
1B0009022,海苔絲(巧絲),2mm,,,德平有限公司(聯華),德平,100g*包,包,118,140,145,150,其他,海苔,,,,德平有限公司(聯華),海苔絲(巧絲)/2mm/德平/100g*包,,
1B0009023,開心果,自然原味,,,德平有限公司(聯華),德平,5斤*4包入*箱,箱,5100,5400,5400,5600,其他,堅果,,,,德平有限公司(聯華),開心果/自然原味/德平/5斤*4包入*箱,,
1B0009024,海苔,原味對切,,,德平有限公司(聯華),德平,24枚*30包入*箱,箱,1728,1950,1950,2000,其他,海苔,,,,德平有限公司(聯華),海苔/原味對切/德平/24枚*30包入*箱,,
1B0009025,海苔,辣味對切,,,德平有限公司(聯華),德平,24枚*30包入*箱,箱,1728,1950,1950,2000,其他,海苔,,,,德平有限公司(聯華),海苔/辣味對切/德平/24枚*30包入*箱,,
1B0009026,杏仁果,萬歲牌,,,德平有限公司(聯華),德平,5斤*2包入*箱,箱,2200,2300,2300,2400,其他,堅果,,,,德平有限公司(聯華),杏仁果/萬歲牌/德平/5斤*2包入*箱,,
1B0009027,大禾黃燒對切海苔,100枚,,,德平有限公司(聯華),,箱,箱,8640,0,0,9600,其他,海苔,,,,德平有限公司(聯華),大禾黃燒對切海苔/100枚*48入*箱,,
1B0009028,海苔絲(巧絲),2mm,,,德平有限公司(聯華),德平,100g*20入*箱,箱,2360,2600,2660,2700,其他,海苔,,,,德平有限公司(聯華),海苔絲(巧絲)/2mm/德平/100g*20入*箱,,
1B0009029,娃娃海苔絲,大倉細片,,,德平有限公司(聯華),德平,90g*20入*箱,箱,2400,2600,2600,2730,其他,海苔,,,,德平有限公司(聯華),娃娃海苔絲/大倉細片/德平/90g*20入*箱,,
1B0009030,黃燒三角壽司海苔,20枚,,,德平有限公司(聯華),,箱,箱,3400,3650,3650,3700,其他,海苔,,,,德平有限公司(聯華),黃燒三角壽司海苔/20枚*50包入*箱,,
1B0009031,開心果,自然原味,,,德平有限公司(聯華),德平,5斤*4包入*包,包,1275,1350,1350,1400,其他,堅果,,,,德平有限公司(聯華),開心果/自然原味/德平/5斤*4包入*包,,
1B0009032,開心果,自然原味,,,德平有限公司(聯華),德平,5斤*4包入*斤,斤,255,300,300,320,其他,堅果,,,,德平有限公司(聯華),開心果/自然原味/德平/5斤*4包入*斤,,
1B0009034,娃娃海苔,包,,,德平有限公司(聯華),,,包,0,0,0,0,其他,海苔,,,,德平有限公司(聯華),娃娃海苔*包,,
1B0009035,海苔,韓國,,,德平有限公司(聯華),德平,(10枚入)*50包*大箱,大箱,0,0,0,0,其他,海苔,,,,德平有限公司(聯華),海苔/韓國//德平/(10枚入)*50包*大箱,,
1B0009037,開心果,人工敲,,,德平有限公司(聯華),人工敲,4包入*箱,箱,0,0,0,0,其他,糖果點心類,,,,德平有限公司(聯華),開心果/人工敲/5斤*4包入*箱,,
1B0009038,開心果,人工敲,,,德平有限公司(聯華),人工敲,4包入*包,包,0,0,0,0,其他,糖果點心類,,,,德平有限公司(聯華),開心果/人工敲/5斤*4包入*包,,
1B0009039,開心果,自然蒜味,,,德平有限公司(聯華),德平,5斤*4包入*包,包,1300,1400,1400,1450,其他,堅果,,,,德平有限公司(聯華),開心果/自然蒜味/德平/5斤*4包入*包,,
1B0009040,開心果,自然蒜味,,,德平有限公司(聯華),德平,5斤*4包入*箱,箱,5200,5400,5500,5600,其他,堅果,,,,德平有限公司(聯華),開心果/自然蒜味/德平/5斤*4包入*箱,,
1B0009041,開心果,自然蒜味,,,德平有限公司(聯華),德平,5斤*4包入*斤,斤,260,300,300,320,其他,堅果,,,,德平有限公司(聯華),開心果/自然蒜味/德平/5斤*4包入*斤,,
1B0009042,墨西哥薑黃,熟捲,,,德平有限公司(聯華),德平,德平*6片*16包入*包,包,18,0,0,0,其他,半熟品,,,,德平有限公司(聯華),墨西哥薑黃/熟捲/餅皮8吋/德平/6片*16包入*包,,
1B0009043,墨西哥薑黃,熟捲,,,德平有限公司(聯華),德平,德平*6片*16包入*箱,箱,288,0,0,0,其他,半熟品,,,,德平有限公司(聯華),墨西哥薑黃/熟捲/餅皮8吋/德平/6片*16包入*箱,,
1B0009044,墨西哥番茄,熟捲,,,德平有限公司(聯華),德平,德平*6片*16包入*箱,箱,288,0,0,0,其他,半熟品,,,,德平有限公司(聯華),墨西哥番茄/熟捲/餅皮8吋/德平/6片*16包入*箱,,
1B0009045,墨西哥番茄,熟捲,,,德平有限公司(聯華),德平,德平*6片*16包入*包,包,18,0,0,0,其他,半熟品,,,,德平有限公司(聯華),墨西哥番茄/熟捲/餅皮8吋/德平/6片*16包入*包,,
1B0010001,麻辣鍋底醬,1K,,,德記(松蓁/享記/博富),,,包,0,0,0,0,其他,拌醬,,,,德記(松蓁/享記/博富),麻辣鍋底醬/1K*包,,
1B0010002,麻辣鍋底醬,1K,,,德記(松蓁/享記/博富),,箱,箱,0,0,0,0,其他,拌醬,,,,德記(松蓁/享記/博富),麻辣鍋底醬/1K*12包入*箱,,
1B0010003,麻辣鍋底醬(素),德記(享記,,,德記(松蓁/享記/博富),博富),350g*12入*罐,罐,157.5,170,170,175,其他,拌醬,,,,德記(松蓁/享記/博富),麻辣鍋底醬(素)/德記(享記/博富)/350g*12入*罐,,
1B0010004,麻辣鍋底醬(素),德記(享記,,,德記(松蓁/享記/博富),鐵罐,鐵罐*3K*6入*桶,桶,882,900,910,920,其他,拌醬,,,,德記(松蓁/享記/博富),麻辣鍋底醬(素)/德記(享記/博富)/鐵罐/3K*6入*桶,,
1B0010005,豆酥,博富(德記),,,德記(松蓁/享記/博富),博富(德記),斤,斤,100,130,130,140,其他,冷藏冷凍類,,,,德記(松蓁/享記/博富),豆酥/博富(德記)/碎*斤,,
1B0010006,豆酥,博富(德記),,,德記(松蓁/享記/博富),碎,6斤*包,包,604,650,650,670,其他,冷藏冷凍類,,,,德記(松蓁/享記/博富),豆酥/博富(德記)/碎/6斤*包,,
1B0010007,豆酥,博富(德記),,,德記(松蓁/享記/博富),碎,6斤*2包入*箱,箱,1207.5,1300,1300,1350,其他,冷藏冷凍類,,,,德記(松蓁/享記/博富),豆酥/博富(德記)/碎/6斤*2包入*箱,,
1B0010008,麻辣鍋底醬(素),德記(享記,,,德記(松蓁/享記/博富),鐵罐,鐵罐*3K*6入*箱,箱,5292,5400,5450,5500,其他,拌醬,,,,德記(松蓁/享記/博富),麻辣鍋底醬(素)/德記(享記/博富)/鐵罐/3K*6入*箱,,
1B0010009,麻辣鍋底醬(素),德記(享記,,,德記(松蓁/享記/博富),博富),350g*12入*箱,箱,1890,1970,1970,2000,其他,拌醬,,,,德記(松蓁/享記/博富),麻辣鍋底醬(素)/德記(享記/博富)/350g*12入*箱,,
1B0010010,花椒油,德記,,,德記(松蓁/享記/博富),德記,6桶入*箱,箱,3339,3480,3480,3550,其他,油類,,,,德記(松蓁/享記/博富),花椒油/德記/2L*6桶入*箱,,
1B0010011,花椒油,德記,,,德記(松蓁/享記/博富),德記,桶,桶,557,590,590,600,其他,油類,,,,德記(松蓁/享記/博富),花椒油/德記/2L*桶,,
1B0011001,香油,鐵罐,,,富味鄉食品股份有限公司,富味鄉,3L*桶,桶,280.3,340,340,350,其他,油類,,,,富味鄉食品股份有限公司,香油/鐵罐/富味鄉/3L*桶,,
1B0011002,香油,P,,,富味鄉食品股份有限公司,富味鄉,3L*桶,桶,217,260,260,270,其他,油類,,,,富味鄉食品股份有限公司,香油/P/富味鄉/3L*桶,,
1B0011003,香油,P,,,富味鄉食品股份有限公司,富味鄉,3L*6入*箱,箱,1300,1480,1520,1560,其他,油類,,,,富味鄉食品股份有限公司,香油/P/富味鄉/3L*6入*箱,,
1B0011004,麻油,珍味,,,富味鄉食品股份有限公司,富味鄉,3L*6入*桶,桶,287,340,340,350,其他,油類,,,,富味鄉食品股份有限公司,麻油/珍味/富味鄉/3L*6入*桶,,
1B0011005,麻油,珍味,,,富味鄉食品股份有限公司,富味鄉,3L*6入*箱,箱,1727,1980,1980,2000,其他,油類,,,,富味鄉食品股份有限公司,麻油/珍味/富味鄉/3L*6入*箱,,
1B0011007,生黑芝麻,富味鄉,,,富味鄉食品股份有限公司,富味鄉,斤,斤,60,80,85,90,其他,芝麻,,,,富味鄉食品股份有限公司,生黑芝麻/富味鄉/30K*斤,,
1B0011008,白芝麻,熟,,,富味鄉食品股份有限公司,富味鄉,3k*包,包,380,420,430,440,其他,熟豆類,,,,富味鄉食品股份有限公司,白芝麻/熟/富味鄉/3k*包,,
1B0011010,生白芝麻,富味鄉,,,富味鄉食品股份有限公司,富味鄉,包,包,2125,2400,2500,2600,其他,豆類,,,,富味鄉食品股份有限公司,生白芝麻/富味鄉/25K*包,,
1B0011011,生白芝麻,富味鄉,,,富味鄉食品股份有限公司,,,斤,51,70,75,80,其他,豆類,,,,富味鄉食品股份有限公司,生白芝麻/富味鄉*斤,,
1B0011012,香油,大丰,,,富味鄉食品股份有限公司,富味鄉,3L*6入*箱,箱,1145,1320,1320,1350,其他,油類,,,,富味鄉食品股份有限公司,香油/大丰/富味鄉/3L*6入*箱,,
1B0011013,香油,大丰,,,富味鄉食品股份有限公司,富味鄉,3L*桶,桶,191,220,220,230,其他,油類,,,,富味鄉食品股份有限公司,香油/大丰/富味鄉/3L*桶,,
1B0011014,香油,鐵罐,,,富味鄉食品股份有限公司,富味鄉,3L*6入*箱,箱,1682,1800,1800,1890,其他,油類,,,,富味鄉食品股份有限公司,香油/鐵罐/富味鄉/3L*6入*箱,,
1B0011015,白芝麻,熟,,,富味鄉食品股份有限公司,富味鄉,3k*6包入*箱,箱,2280,2400,2460,2520,其他,熟豆類,,,,富味鄉食品股份有限公司,白芝麻/熟/富味鄉/3k*6包入*箱,,
1B0011016,脫皮芝麻,富味鄉25k,,,富味鄉食品股份有限公司,,,包,0,0,0,0,其他,芝麻,,,,富味鄉食品股份有限公司,脫皮芝麻/富味鄉25k*包,,
1B0011017,脫皮芝麻,富味鄉25k,,,富味鄉食品股份有限公司,,,斤,0,0,0,0,其他,芝麻,,,,富味鄉食品股份有限公司,脫皮芝麻/富味鄉25k*斤,,
1B0011018,生黑芝麻,富味鄉,,,富味鄉食品股份有限公司,富味鄉,袋,袋,0,0,0,0,其他,芝麻,,,,富味鄉食品股份有限公司,生黑芝麻/富味鄉/25K*袋,,
1B0011019,生黑芝麻,富味鄉,,,富味鄉食品股份有限公司,富味鄉,斤,斤,0,0,0,0,其他,芝麻,,,,富味鄉食品股份有限公司,生黑芝麻/富味鄉/25K*斤,,
1B0011020,白芝麻,熟,,,富味鄉食品股份有限公司,熟,斤,斤,76,90,100,110,其他,熟豆類,,,,富味鄉食品股份有限公司,白芝麻/熟/富味鄉*斤,,
1B0011021,生黑芝麻,富味鄉,,,富味鄉食品股份有限公司,富味鄉,件,件,3000,3200,3300,3400,其他,芝麻,,,,富味鄉食品股份有限公司,生黑芝麻/富味鄉/30K*件,,
1B0011022,黑糖黑芝麻麵包醬,富味鄉,,,富味鄉食品股份有限公司,富味鄉,罐,罐,240,260,270,280,其他,抹醬,,,,富味鄉食品股份有限公司,黑糖黑芝麻麵包醬/富味鄉/1K*罐,,
1B0011023,黑糖黑芝麻麵包醬,富味鄉,,,富味鄉食品股份有限公司,富味鄉,6罐入*箱,箱,1440,1500,1520,1540,其他,抹醬,,,,富味鄉食品股份有限公司,黑糖黑芝麻麵包醬/富味鄉/1K*6罐入*箱,,
1B0011024,焙煎胡麻醬,富味鄉,,,富味鄉食品股份有限公司,富味鄉,12瓶入*箱,箱,1800,1920,1920,2000,其他,沾醬,,,,富味鄉食品股份有限公司,焙煎胡麻醬/富味鄉/1000g*12瓶入*箱,,
1B0013001,泰式甜雞醬,吉迪達880g,,,耀昇貿易有限公司,吉迪達880g,瓶,瓶,50,65,65,75,其他,沾醬,,,,耀昇貿易有限公司,泰式甜雞醬/吉迪達880g/耀昇*瓶,,
1B0013002,泰式甜雞醬,吉迪達880g,,,耀昇貿易有限公司,吉迪達880g,12入*箱,箱,600,750,750,750,其他,沾醬,,,,耀昇貿易有限公司,泰式甜雞醬/吉迪達880g/耀昇*12入*箱,,
1B0013003,魚露(泰國魚露),吉時達,,,耀昇貿易有限公司,吉時達,玻璃瓶*瓶,瓶,45,60,60,60,其他,調味液,,,,耀昇貿易有限公司,魚露(泰國魚露)/吉時達/耀昇*玻璃瓶*瓶,,
1B0013004,A1牛排醬,耀昇,,,耀昇貿易有限公司,耀昇,24入*箱,箱,1350,1420,1420,1450,其他,沾醬,,,,耀昇貿易有限公司,A1牛排醬/耀昇/280g*24入*箱,,
1B0013005,A1牛排醬,耀昇,,,耀昇貿易有限公司,耀昇,罐,罐,56.25,70,70,75,其他,沾醬,,,,耀昇貿易有限公司,A1牛排醬/耀昇/280g*罐***,,
1B0013006,叉燒醬,鐵罐,,,耀昇貿易有限公司,耀昇,2.55Kg*6入*箱,箱,1600,1740,1740,1740,其他,港式醬料,,,,耀昇貿易有限公司,叉燒醬/鐵罐/耀昇/2.55Kg*6入*箱,,
1B0013007,叉燒醬,鐵罐,,,耀昇貿易有限公司,耀昇,2.55Kg*罐,罐,267,290,290,300,其他,港式醬料,,,,耀昇貿易有限公司,叉燒醬/鐵罐/耀昇/2.55Kg*罐,,
1B0013008,大骨粉,康寶,,,耀昇貿易有限公司,900g,耀昇*6入*罐,罐,238.2,260,260,270,其他,康寶,,,,耀昇貿易有限公司,大骨粉/康寶/900g/耀昇*6入*罐,,
